4563960201006376729,4581421828931458171,4595090562266255528,4587366580439587226,0,4587366580439587226
4563960201006376729,4581421828931458171,4595090562266255528,4587366580439587226,4563960201006376730,4581421828931458171
4563960201006376729,4581421828931458171,4595090562266255528,4587366580439587226,4568463800633747226,4581421828931458171
4563960201006376729,4581421828931458171,4595090562266255528,4587366580439587226,4572967400261117722,4581421828931458171
4563960201006376729,4581421828931458171,4595090562266255528,4587366580439587226,4592561143297458400,4581421828931458171
4563960201006376730,4581421828931458171,4595090562266255528,4587366580439587226,0,4581421828931458171
4563960201006376730,4581421828931458171,4595090562266255528,4587366580439587226,4563960201006376730,4581421828931458171
4563960201006376730,4581421828931458171,4595090562266255528,4587366580439587226,4568463800633747226,4581421828931458171
4563960201006376730,4581421828931458171,4595090562266255528,4587366580439587226,4572967400261117722,4581421828931458171
4563960201006376730,4581421828931458171,4595090562266255528,4587366580439587226,4592561143297458400,4581421828931458171
4563960201006376731,4581421828931458171,4595090562266255528,4587366580439587226,0,4581421828931458171
4563960201006376731,4581421828931458171,4595090562266255528,4587366580439587226,4563960201006376730,4581421828931458171
4563960201006376731,4581421828931458171,4595090562266255528,4587366580439587226,4568463800633747226,4581421828931458171
4563960201006376731,4581421828931458171,4595090562266255528,4587366580439587226,4572967400261117722,4581421828931458171
4563960201006376731,4581421828931458171,4595090562266255528,4587366580439587226,4592561143297458400,4581421828931458171
4571388055734259027,4581421828931458171,4595090562266255528,4587366580439587226,0,4581421828931458171
4571388055734259027,4581421828931458171,4595090562266255528,4587366580439587226,4563960201006376730,4581421828931458171
4571388055734259027,4581421828931458171,4595090562266255528,4587366580439587226,4568463800633747226,4581421828931458171
4571388055734259027,4581421828931458171,4595090562266255528,4587366580439587226,4572967400261117722,4581421828931458171
4571388055734259027,4581421828931458171,4595090562266255528,4587366580439587226,4592561143297458400,4581421828931458171
4571388055734259027,4581421828931458171,4595090562266255528,4587366580439587226,0,4581421828931458171
4571388055734259027,4581421828931458171,4595090562266255528,4587366580439587226,4563960201006376730,4581421828931458171
4571388055734259027,4581421828931458171,4595090562266255528,4587366580439587226,4568463800633747226,4581421828931458171
4571388055734259027,4581421828931458171,4595090562266255528,4587366580439587226,4572967400261117722,4581421828931458171
4571388055734259027,4581421828931458171,4595090562266255528,4587366580439587226,4592561143297458400,4581421828931458171
4590685671671813701,4581421828931458171,4595090562266255528,4587366580439587226,0,4581421828931458171
4590685671671813701,4581421828931458171,4595090562266255528,4587366580439587226,4563960201006376730,4581421828931458171
4590685671671813701,4581421828931458171,4595090562266255528,4587366580439587226,4568463800633747226,4581421828931458171
4590685671671813701,4581421828931458171,4595090562266255528,4587366580439587226,4572967400261117722,4581421828931458171
4590685671671813701,4581421828931458171,4595090562266255528,4587366580439587226,4592561143297458400,4581421828931458171
