0,0,4590718574682789923,0,0,0,4607182418800017408,4629137466983448576,4612104455252631676,13825530527313345610,4589610176843308991,4592975097714731205,13808368932600413179,4636737291354636288,0,4636755050505984649,0,4612104455252631676,13808368932600413179
0,4607182418800017408,4590718574682789923,0,0,0,4607182418800017408,4629137466983448576,4616076608110877454,13827710533627613140,4589430145720831106,4591950295609586112,13807191356034981101,4636737291354636288,0,4636755050505984649,0,4616076608110877454,13807191356034981101
4607182418800017408,0,4590718574682789923,0,0,0,4607182418800017408,4629137466983448576,4612671317490133624,4602938983529685467,4589610176843308991,4592975097714731205,13809550459144883217,4636737291354636288,0,4636755050505984649,4598206517817921280,4612104455252631704,13809550459144883217
4607182418800017408,4607182418800017408,4590718574682789923,0,0,0,4607182418800017408,4629137466983448576,4607919715224166242,4599530422722995546,4589289177967379647,4592064928011556560,13808661460239829875,4636737291354636288,0,4636755050505984649,4598206517817921280,4606389562698307396,13808661460239829875
0,0,4590718574682789923,4607182418800017408,4725570615333879808,4725570615333879808,4611686018427387904,4629137466983448576,4615982169021046038,13827624338026297708,4589278214151759497,4591959122277544554,13806901099276839352,4636737291354636288,4613937263025580316,4636543428893183246,4613370400788078400,4607902355638582188,13806901099276839352
0,4607182418800017408,4590718574682789923,4607182418800017408,4725570615333879808,4725570615333879808,4611686018427387904,4629137466983448576,4616076233374398847,13827710384521855074,4589430217176576076,4591950323713712416,13807191591346528301,4636737291354636288,4613937263025580316,4636543428893183246,4613370400788078400,4608090484345287806,13807191591346528301
4607182418800017408,0,4590718574682789923,4607182418800017408,4725570615333879808,4725570615333879808,4611686018427387904,4629137466983448576,4607902355638582232,4599531855174896935,4589278214151759497,4591959122277544554,13808650304941860083,4636737291354636288,4613937263025580316,4636543428893183246,0,4607902355638582232,13808650304941860083
4607182418800017408,4607182418800017408,4590718574682789923,4607182418800017408,4725570615333879808,4725570615333879808,4611686018427387904,4629137466983448576,4607920086852737260,4599530711454499926,4589289255060304286,4592064923984127376,13808661582364295945,4636737291354636288,4613937263025580316,4636543428893183246,0,4607920086852737260,13808661582364295945
0,0,4590718574682789923,4629137466983448576,4747726225605132288,4747726225605132288,4629418941960159232,4629137466983448576,4615971322698293498,13827620218264862274,4589280525051312445,4591963850670320237,13806908317834177737,4636737291354636288,4613921181611109235,4636543932705669938,4613354319373607328,4607912825822019252,13806908317834177737
0,4607182418800017408,4590718574682789923,4629137466983448576,4747726225605132288,4747726225605132288,4629418941960159232,4629137466983448576,4615987492677584651,13827623790934533762,4589290244785093436,4592065284621409696,13806927248982066805,4636737291354636288,4613921181611109235,4636543932705669938,4613354319373607328,4607945165780601558,13806927248982066805
