0,4607182418800017408,13807676169547751096,0,0
0,4607182418800017408,13807676169547751096,4607182418800017408,4614613968972420474
0,4607182418800017408,13807676169547751096,4626322717216342016,4620979661378295552
0,4607182418800017408,13807676169547751096,4635329916471083008,4626261556279385200
0,4607182418800017408,13807676169547751096,4641205706609917952,4626261556279385200
0,4607182418800017408,13807676169547751096,4641240890982006784,4631300212950089918
0,4607182418800017408,13807676169547751096,4645146356283867136,4631300212950089918
0,4607182418800017408,0,0,0
0,4607182418800017408,0,4607182418800017408,4614613358185178726
0,4607182418800017408,0,4626322717216342016,4620974692658839552
0,4607182418800017408,0,4635329916471083008,4626238274723328820
0,4607182418800017408,0,4641205706609917952,4626238274723328820
0,4607182418800017408,0,4641240890982006784,4631234455559942964
0,4607182418800017408,0,4645146356283867136,4631234455559942964
0,4607182418800017408,4596373779694328218,0,0
0,4607182418800017408,4596373779694328218,4607182418800017408,4614609287552913983
0,4607182418800017408,4596373779694328218,4626322717216342016,4620941769707905842
0,4607182418800017408,4596373779694328218,4635329916471083008,4626086605704863844
0,4607182418800017408,4596373779694328218,4641205706609917952,4626086605704863844
0,4607182418800017408,4596373779694328218,4641240890982006784,4630819710372840236
0,4607182418800017408,4596373779694328218,4645146356283867136,4630819710372840236
0,4604480259023595110,13807676169547751096,0,0
0,4604480259023595110,13807676169547751096,4607182418800017408,4612384503920699554
0,4604480259023595110,13807676169547751096,4626322717216342016,4618392079080339916
0,4604480259023595110,13807676169547751096,4635329916471083008,4623985292090917224
0,4604480259023595110,13807676169547751096,4641205706609917952,4623985292090917224
0,4604480259023595110,13807676169547751096,4641240890982006784,4629237971578955632
0,4604480259023595110,13807676169547751096,4645146356283867136,4629237971578955632
0,4604480259023595110,0,0,0
0,4604480259023595110,0,4607182418800017408,4612384076369630330
0,4604480259023595110,0,4626322717216342016,4618385122873101516
0,4604480259023595110,0,4635329916471083008,4623952697912438292
0,4604480259023595110,0,4641205706609917952,4623952697912438292
0,4604480259023595110,0,4641240890982006784,4629145911232749896
0,4604480259023595110,0,4645146356283867136,4629145911232749896
0,4604480259023595110,4596373779694328218,0,0
0,4604480259023595110,4596373779694328218,4607182418800017408,4612381226927045010
0,4604480259023595110,4596373779694328218,4626322717216342016,4618339030741794322
0,4604480259023595110,4596373779694328218,4635329916471083008,4623740361286587326
0,4604480259023595110,4596373779694328218,4641205706609917952,4623740361286587326
0,4604480259023595110,4596373779694328218,4641240890982006784,4628565267970806076
0,4604480259023595110,4596373779694328218,4645146356283867136,4628565267970806076
0,9221120237041090560,13807676169547751096,0,0
0,9221120237041090560,13807676169547751096,4607182418800017408,4614613968972420474
0,9221120237041090560,13807676169547751096,4626322717216342016,4620979661378295552
0,9221120237041090560,13807676169547751096,4635329916471083008,4626261556279385200
0,9221120237041090560,13807676169547751096,4641205706609917952,4626261556279385200
0,9221120237041090560,13807676169547751096,4641240890982006784,4631300212950089918
