0,0,0,4626322717216342016,4636737291354636288,4536236672341327668,0,0,0,0,4607182418800017408,9221120237041090560,0,0,0,0,4607182418800017408,4721067015706509312,0,4613937818241073152,4731523766423650304,0,4635329916471083008,13830554455654793207,0,0,0,4626322717216342016,0,9221120237041090560,4635329916471083008,0,0
0,0,0,4626322717216342016,4636737291354636288,4536236672341327668,0,0,0,0,4607182418800017408,9221120237041090560,0,0,0,0,4607182418800017408,4721067015706509312,4613937818241073152,4613937818241073152,4731523766423650304,4617315517961601024,4635329916471083008,13830554455654793207,0,0,0,4626322717216342016,0,9221120237041090560,4635329916471083008,0,0
0,0,0,4626322717216342016,4636737291354636288,4536236672341327668,0,0,0,0,4607182418800017408,9221120237041090560,0,0,0,0,4607182418800017408,4721067015706509312,0,4613937818241073152,4731523766423650304,4617315517961601024,4635329916471083008,13830554455654793207,0,0,0,4626322717216342016,0,9221120237041090560,4635329916471083008,0,0
0,0,0,4626322717216342016,4636737291354636288,4536236672341327668,0,0,4517329193108106637,0,4607182418800017408,9221120237041090560,0,0,0,0,4607182418800017408,4721067015706509312,0,4613937818241073152,4731523766423650304,0,4635329916471083008,13830554455654793207,0,0,0,4626322717216342016,0,4626322717216342016,4635329916471083008,0,0
0,0,0,4626322717216342016,4636737291354636288,4536236672341327668,0,0,4517329193108106637,0,4607182418800017408,9221120237041090560,0,0,0,0,4607182418800017408,4721067015706509312,4613937818241073152,4613937818241073152,4731523766423650304,4617315517961601024,4635329916471083008,13830554455654793207,0,0,0,4626322717216342016,0,4626322717216342016,4635329916471083008,0,0
0,0,0,4626322717216342016,4636737291354636288,4536236672341327668,0,0,4517329193108106637,0,4607182418800017408,9221120237041090560,0,0,0,0,4607182418800017408,4721067015706509312,0,4613937818241073152,4731523766423650304,4617315517961601024,4635329916471083008,13830554455654793207,0,0,0,4626322717216342016,0,4626322717216342016,4635329916471083008,0,0
0,0,0,4626322717216342016,4636737291354636288,4536236672341327668,0,0,4596373779694328218,0,4607182418800017408,9221120237041090560,0,0,0,0,4607182418800017408,4721067015706509312,0,4613937818241073152,4731523766423650304,0,4635329916471083008,13830554455654793207,0,0,0,4626322717216342016,0,4626322717216342016,4635329916471083008,0,0
0,0,0,4626322717216342016,4636737291354636288,4536236672341327668,0,0,4596373779694328218,0,4607182418800017408,9221120237041090560,0,0,0,0,4607182418800017408,4721067015706509312,4613937818241073152,4613937818241073152,4731523766423650304,4617315517961601024,4635329916471083008,13830554455654793207,0,0,0,4626322717216342016,0,4626322717216342016,4635329916471083008,0,0
0,0,0,4626322717216342016,4636737291354636288,4536236672341327668,0,0,4596373779694328218,0,4607182418800017408,9221120237041090560,0,0,0,0,4607182418800017408,4721067015706509312,0,4613937818241073152,4731523766423650304,4617315517961601024,4635329916471083008,13830554455654793207,0,0,0,4626322717216342016,0,4626322717216342016,4635329916471083008,0,0
0,0,0,4626322717216342016,4636737291354636288,4536236672341327668,0,0,4613937818241073152,0,4607182418800017408,9221120237041090560,0,0,0,0,4607182418800017408,4721067015706509312,0,4613937818241073152,4731523766423650304,0,4635329916471083008,13830554455654793207,0,0,0,4626322717216342016,0,4626322717216342016,4635329916471083008,0,0
